,sentence,sentiment,disgust,shame,sadness,anger,fear,joy,guilt,disgust_2,shame_2,sadness_2,anger_2,fear_2,joy_2,guilt_2
6188,"I most joyous moment was the day I got my marks.  I was very á
happy when I came to know about my marks at the M.Sc (part I) á
examination where I got 71.5%.  This was the highest marks I have á
ever scored in my life.",joy,0,0,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6189,"I was travelling in a bus from school going home for holiday. In á
the bus unfortunately I stepped on a bag in which there were á
delicate things.",guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6190,"When my brother was selected to the University of Malawi (the á
Polythecnic). I was very excited and I rejoiced due to one of our á
family members qualifying for University level at long last.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6191,"On May 20th I got a summon to appear in court on May 28th 1985 on á
the subject of impregnanting a school girl. I really feared of á
standing in the court in a few days time after this notice. I was á
also embarassed due to formal approach that was expected of me to á
the Principal.",fear,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6192,"Sometime ago I felt very angry when my mother wrote me telling me á
that my elder sister was messing up things at home by her á
internalised aggressive attitude towards parents and her husband.",anger,1,0,1,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6193,"I felt very sad when I was in Form three to notice that my friend á
Barley Jumbe, had lost very expensive new sports short trousers.",sadness,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6194,"Four weeks ago I felt very much touched to find an asciatic á
patient who had asked the very morning to be tapped of the fluid, á
dying in the evening. I was really disgusted because this was the á
Medical staff's negligence. Had the Clinical officers done á
something that very morning he might have been alive today.",disgust,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6195,"Truely, I got very ashamed when my brother was sent out of á
Business Machines Limited Company due to improper handling of the á
office equipment in Sales Services.",shame,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6196,"Guilt conscious struck me when I failed my Standard Two á
Examinations in 1972. I knew that I would suffer the consequences á
of what I had been doing during class hours: thus playing with á
friends and sometimes not even going to school.",guilt,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6197,"After sitting for the Standard 8 Exams for the second time in á
1979, I had great joy when I heard that I was successful in the á
Examination when the results were out.",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6198,"I had a cousin whom I loved so much. Unfortunately she passed á
away suddenly and one time I had a dream in which I was talking á
to her yet she is dead.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6199,"Somebody wanted to beat my brother at a wedding ceremony and I á
was trying to protect my brother but the other man was calling á
names to both of us.",anger,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6200,"I never failed my examinations since Standard 1 but I experienced á
sad moments when I sat for Standard 8 Examination and I was not á
selected for Secondary School education in 1978.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6201,"I had experienced odd moments one time when a patient came into á
the Ward in which I was working. The patient was badly burnt in á
the right side of her body. I was very nervous at the sight.",disgust,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6202,"When I was young I was playing football near my parent's house á
and while playing I fell on the ground. At first I thought I was á
not seen by anybody, but when my mother laughed I felt very á
ashamed.",shame,1,0,3,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6203,"I had been on friendship with a certain girl for sometime and the á
love was going on well, but it happened that I made the á
friendship come to an end suddenly without good reasons.",guilt,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6204,"I was emotionally happy when I was in love with the girl I had á
longed for.",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
6205,"I once felt that my last hour had come when I was unexpectedly found á
in the hands of.",fear,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6206,"It happened that my brother promised to give me money for school á
and then he told me that he had failed to fulfil his promise a á
day before school started. I became so angry for I thought my á
future would be ruined.",anger,2,0,1,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6207,"I was all of the sudden sad when I heard that my cousin who á
usually paid school fees had passed away after a very short á
illness.",sadness,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6208,"The first day I visited the hospital I was disgusted because I á
experienced offensive smell which I never expected. I nearly ran á
away from the course.",disgust,2,0,1,2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6209,"I once felt shame when I failed to fulfil the promise to marry a á
daughter of a certain gentleman.",shame,1,0,1,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6210,"I felt guilty when I was robbed of a friend's radio at Lilongwe á
bus depot after promising that I would keep it safe.",guilt,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6211,"When I heard a rumour that the 1st year exam results were out. I á
had fear that I might be one of the failures.",fear,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6212,"Somebody was blaming me of a story which was not real and not á
true.",anger,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6213,"Death of my grnadfather after having been in hospital for so long á
with cancer of the Oesophagus.",sadness,1,0,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6214,"When mum had beaten my young sister just because she had received á
a letter from a boyfriend.",disgust,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6215,"When I had not done well in Geography at my MCE I was expected to á
get more than I did.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6216,"When a patient had died soon after I had told the guardian to á
wait outside the ward.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6217,"When I passed my Primary school leaving certificate and selected á
to go to a Boarding secondary school.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6218,"When I was feeding a premature baby (7 months), the baby chocked. á
This was when I was working in children's ward I thought I had á
killed the baby.",fear,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6219,"We were just about to go into the Exam room and I didn't see all á
my writing materials plus the identification card from the place á
where I left them.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6220,"When my boyfriend did not turn up in time as he promised he would á
be coming.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6221,"The time when I cleaned the house and everything was tidy, á
then my cousin, who is 4 years old, came with a muddy pot and made á
a mess of the whole thing.",disgust,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6222,Bad temper of the serving lady in the students' dining hall.,disgust,0,0,0,0,0,0,0,0.4444444444444444,0.0,0.37777777777777777,0.17777777777777778,0.0,0.0,0.0
6223,Teacher suspected me stealing money.,shame,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6224,Failed to do what I had promised.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6225,Saw on TV China winning the gold medals.,joy,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6226,Staying in the room alone at night.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6227,An old lady slipped and nobody helped her.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6228,A friend's mother died.,sadness,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6229,Saw a dirty street.,disgust,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6230,Not collecting homeworks in time to give the teacher.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6231,Not helping other people to do their homework.,guilt,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6232,Made a wonderfull new friend.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6233,"My friend started to misunderstand and hurt me.
",fear,0,0,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6234,Insulted by disgusting people.,anger,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6235,My friend was badly hurt.,sadness,0,0,2,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6236,Someone not responding to my criticism.,disgust,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6237,Swearing in public.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6238,Hurt someone's feelings unintentionally.,guilt,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6239,"When you told everyone in the last lecture you will do all á
lectures again in English and everybody can come (not only á
English classes)",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6240,Before an examn.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6241,"My class leader told me I am not chosen for your English á
lectures.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6242,"Finding out that the university will give first priority to á
qualified practioners and clinical years to go to your English á
lectures.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6243,"Finding out that old and useless practitioners of retirement age á
will go to your English lectures and they do not understand á
English.",disgust,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6244,China cannot give your lectures bigger place and sound system.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6245,I am not good enough for your experiment I am doing.,guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6246,Winning a game after a long time of losing.,joy,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6247,Almost had a bicycle accident.,fear,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6248,People not cueing in the dining hall.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6249,Failed an examn.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6250,Saw a real party leader.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6251,Failed to recagnize a friend on the street.,shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6252,Forgot to collect post for a friend.,guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6253,Being chosen to do your experiment with aphasia.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6254,"You may find out that I am stupid and not to let me do your á
experiment.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6255,"A classmate told me I must have bribed the class leader to let me á
go to your English lecture.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6256,I was not chosen for the All English class.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6257,"Saw my class leader acting like a God when he chose people to go á
to your English lectures.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6258,"Talking to friends about how old you are and we cannot be as á
successful as you at your age.",shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6259,Telling friends about your nickname.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6260,I got better marks in the examn than many arrogant people.,joy,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6261,Before the examn.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6262,Insulted by some stupid people.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6263,Lost a friend.,sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6264,Hear people talking at my back.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6265,Saw something stupid and ignorant happening in the countryside.,shame,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6266,"I was very scared when I went to the examination hall for my M.Sc á
examination as I had studied a limited partion of the course á
thoroughly and I was in great doubt whether that would be asked.",fear,0,0,2,1,3,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6267,"I was most angry when India lost the Triangular Cricket trophy á
held in Australia.  I was so angry that I fought (orally) with my á
friend.",anger,2,0,1,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6268,"I was very sad  when I got the XIIth standard results, when I got á
low marks as compared to my friend and I could not get admission á
to courses like medicine.",sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6269,"I was disgusted at myself when I dropped a vital catch, while á
playing a cricket match, and we lost the match; though the catch á
was difficult. ",disgust,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6270,"There is one thing which makes me feel shameful,  when I see á
friends of my age group working and earning a lot, when I am á
still studying.  A friend I met a week ago after a period of 5 á
years is earning more than Rs 3000/ month.",shame,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6271,"I felt guilty when I read an advertisement for a job as a chemist á
in the newspaper and when my friend asked me if I had applied for á
that job, I told him that I had not even seen the paper of that á
day.",guilt,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6272,"When I got my first unknown compound while doing my M.Sc á
research, I was very happy.  This is because my research was based á
on this type of reactions and compounds.",joy,0,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6273,"I was very scared at the time of the Ty.B.Sc examination as I had á
decided to get 1st class results.  I was afraid thinking of how á
the papers would be.",fear,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6274,"When my neighbours accused my brother of stealing their á
rose-bush, I was very angry as he had not touched it at all.",anger,2,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6275,"When I heard that my girlfriend was getting married to another á
person, I felt very sad.  That day I did not eat anything and á
kept thinking of her all day long.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6276,[ No response.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6277,"When I had insulted my father two years back, at that time I was á
very angry due to some reasons.",shame,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6278,"I felt very guilty when I tried to teach swimming to my younger á
brother, as I myself could not swim very well and my brother á
had started sinking to the bottom, however my elder brother á
saved him.",guilt,0,0,2,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6279,"This happened a year when I was having a hard time, I got á
admission to do research despite obstacles in the procedure of admission.",joy,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6280,"It was the time when I was in no position to secure a Ist class á
in the M.Sc exam and this was likely to affect my career.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6281,"I missed an opportunity to go abroad because of some silly á
mistakes for which I had to suffer a lot.",anger,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6282,"It was at the time of my M.Sc exam, when I was not in a position á
to take the exam after having studied seriously.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6283,"When I opted for my research field, for them the percentage of á
marks was more important than my knowledge.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
